var_name,   data_type, decimal_pos,var_desc
         SYSTEM,    Numeric,0,System Code
           DIST,    Numeric,0,District Code
          ASSOC,    Numeric,0,Association Code
          MONTH,    Numeric,0,Month of Report
           YEAR,    Numeric,0,Year of Report
         UNINUM,    Numeric,0,"System, District, and association codes concatenated"
100_RegCapCode,    Numeric,0,
100_AvgDailyCCECET1,    Numeric,0,
100_AvgDailyCCETier2,    Numeric,0,
100_AvgDailyCCETotRegCap,    Numeric,0,
100_AvgDailyCCEPermCap,    Numeric,0,
210_RegCapCode,    Numeric,0,
210_AvgDailyCCECET1,    Numeric,0,
210_AvgDailyCCETier2,    Numeric,0,
210_AvgDailyCCETotRegCap,    Numeric,0,
210_AvgDailyCCEPermCap,    Numeric,0,
220_RegCapCode,    Numeric,0,
220_AvgDailyCCECET1,    Numeric,0,
220_AvgDailyCCETier2,    Numeric,0,
220_AvgDailyCCETotRegCap,    Numeric,0,
220_AvgDailyCCEPermCap,    Numeric,0,
230_RegCapCode,    Numeric,0,
230_AvgDailyCCECET1,    Numeric,0,
230_AvgDailyCCETier2,    Numeric,0,
230_AvgDailyCCETotRegCap,    Numeric,0,
230_AvgDailyCCEPermCap,    Numeric,0,
310_RegCapCode,    Numeric,0,
310_AvgDailyCCECET1,    Numeric,0,
310_AvgDailyCCETier2,    Numeric,0,
310_AvgDailyCCETotRegCap,    Numeric,0,
310_AvgDailyCCEPermCap,    Numeric,0,
320_RegCapCode,    Numeric,0,
320_AvgDailyCCECET1,    Numeric,0,
320_AvgDailyCCETier2,    Numeric,0,
320_AvgDailyCCETotRegCap,    Numeric,0,
320_AvgDailyCCEPermCap,    Numeric,0,
330_RegCapCode,    Numeric,0,
330_AvgDailyCCECET1,    Numeric,0,
330_AvgDailyCCETier2,    Numeric,0,
330_AvgDailyCCETotRegCap,    Numeric,0,
330_AvgDailyCCEPermCap,    Numeric,0,
410_RegCapCode,    Numeric,0,
410_AvgDailyCCECET1,    Numeric,0,
410_AvgDailyCCETier2,    Numeric,0,
410_AvgDailyCCETotRegCap,    Numeric,0,
410_AvgDailyCCEPermCap,    Numeric,0,
420_RegCapCode,    Numeric,0,
420_AvgDailyCCECET1,    Numeric,0,
420_AvgDailyCCETier2,    Numeric,0,
420_AvgDailyCCETotRegCap,    Numeric,0,
420_AvgDailyCCEPermCap,    Numeric,0,
430_RegCapCode,    Numeric,0,
430_AvgDailyCCECET1,    Numeric,0,
430_AvgDailyCCETier2,    Numeric,0,
430_AvgDailyCCETotRegCap,    Numeric,0,
430_AvgDailyCCEPermCap,    Numeric,0,
510_RegCapCode,    Numeric,0,
510_AvgDailyCCECET1,    Numeric,0,
510_AvgDailyCCETier2,    Numeric,0,
510_AvgDailyCCETotRegCap,    Numeric,0,
510_AvgDailyCCEPermCap,    Numeric,0,
520_RegCapCode,    Numeric,0,
520_AvgDailyCCECET1,    Numeric,0,
520_AvgDailyCCETier2,    Numeric,0,
520_AvgDailyCCETotRegCap,    Numeric,0,
520_AvgDailyCCEPermCap,    Numeric,0,
530_RegCapCode,    Numeric,0,
530_AvgDailyCCECET1,    Numeric,0,
530_AvgDailyCCETier2,    Numeric,0,
530_AvgDailyCCETotRegCap,    Numeric,0,
530_AvgDailyCCEPermCap,    Numeric,0,
540_RegCapCode,    Numeric,0,
540_AvgDailyCCECET1,    Numeric,0,
540_AvgDailyCCETier2,    Numeric,0,
540_AvgDailyCCETotRegCap,    Numeric,0,
540_AvgDailyCCEPermCap,    Numeric,0,
600_RegCapCode,    Numeric,0,
600_AvgDailyCCECET1,    Numeric,0,
600_AvgDailyCCETier2,    Numeric,0,
600_AvgDailyCCETotRegCap,    Numeric,0,
600_AvgDailyCCEPermCap,    Numeric,0,
