var_name,   data_type, decimal_pos,var_desc
         SYSTEM,    Numeric,0,System Code
           DIST,    Numeric,0,District Code
          ASSOC,    Numeric,0,Association Code
          MONTH,    Numeric,0,Month of Report
           YEAR,    Numeric,0,Year of Report
         UNINUM,    Numeric,0,"System, District, and association codes concatenated"
AvgDailyTotCCECET1,    Numeric,0,
AvgDailyPaidInCap,    Numeric,0,
AvgDailyURE,    Numeric,0,
AvgDailyOtherCET1,    Numeric,0,
AvgDailyTotCET1BfrDed,    Numeric,0,
AvgDailyGoodwill,    Numeric,0,
AvgDailyIntangibleAssets,    Numeric,0,
AvgDailyDTACarryFwd,    Numeric,0,
AvgDailyGainSecuritzation,    Numeric,0,
AvgDailyDBPensionAssets,    Numeric,0,
AvgDailyAllocInvFCSICET1,    Numeric,0,
AvgDailyPurchInvFCSICET1,    Numeric,0,
AvgDailyInsufCapCET1,    Numeric,0,
AvgDailyOtherDedCET1,    Numeric,0,
AvgDailyTotDedCET1,    Numeric,0,
AvgDailyCET1,    Numeric,0,
AvgDailyPrefStkAT1,    Numeric,0,
AvgDailyOtherAT1,    Numeric,0,
AvgDailyTotAT1BfrDed,    Numeric,0,
AvgDailyAT1InsufTier2,    Numeric,0,
AvgDailyAT1Excess,    Numeric,0,
AvgDailyOtherDedAT1,    Numeric,0,
AvgDailyTotDedAT1,    Numeric,0,
AvgDailyAT1,    Numeric,0,
AvgDailyTier1,    Numeric,0,
AvgDailyTotCCETier2,    Numeric,0,
AvgDailyCumulativePrefStk,    Numeric,0,
AvgDailyTermStkGT5Yr,    Numeric,0,
AvgDailySubDebtGT5Yr,    Numeric,0,
AvgDailyTotPrefStkSubDebt,    Numeric,0,
AvgDailyALLoss,    Numeric,0,
AvgDailyCrLossRsrv,    Numeric,0,
AvgDailyALLCrLossRsrv,    Numeric,0,
AvgDailyMaxALLCrLossRsrv,    Numeric,0,
AvgDailyALLossCrLossTier2,    Numeric,0,
AvgDailyOtherTier2Add,    Numeric,0,
AvgDailyTier2CapBfrDed,    Numeric,0,
AvgDailyPurchInvFCSITier2,    Numeric,0,
AvgDailyExcessTier2,    Numeric,0,
AvgDailyOtherDedTier2,    Numeric,0,
AvgDailyTotDedTier2,    Numeric,0,
AvgDailyTermStkSubDebtPO,    Numeric,0,
AvgDailyTier2,    Numeric,0,
AvgDailyTotRegCap,    Numeric,0,
AvgDailyTotDedRegCap,    Numeric,0,
AvgDailyAdjPatDivRec,    Numeric,0,
AvgDailyAdjPatDivPay,    Numeric,0,
AvgDailyTotDedAdjCet1,    Numeric,0,
