var_name,   data_type, decimal_pos,var_desc
         SYSTEM,    Numeric,0,System Code
           DIST,    Numeric,0,District Code
          ASSOC,    Numeric,0,Association Code
          MONTH,    Numeric,0,Month of Report
           YEAR,    Numeric,0,Year of Report
         UNINUM,    Numeric,0,"System, District, and association codes concatenated"
100_RegCapCode,    Numeric,0,
100_AvgDailyCCECET1,    Numeric,0,
100_AvgDailyCCETier2,    Numeric,0,
100_AvgDailyCCETotRegCap,    Numeric,0,
100_AvgDailyCCEPermCap,    Numeric,0,
210_RegCapCode,    Numeric,0,
210_AvgDailyCCECET1,    Numeric,0,
210_AvgDailyCCETier2,    Numeric,0,
210_AvgDailyCCETotRegCap,    Numeric,0,
210_AvgDailyCCEPermCap,    Numeric,0,
220_RegCapCode,    Numeric,0,
220_AvgDailyCCECET1,    Numeric,0,
220_AvgDailyCCETier2,    Numeric,0,
220_AvgDailyCCETotRegCap,    Numeric,0,
220_AvgDailyCCEPermCap,    Numeric,0,
310_RegCapCode,    Numeric,0,
310_AvgDailyCCECET1,    Numeric,0,
310_AvgDailyCCETier2,    Numeric,0,
310_AvgDailyCCETotRegCap,    Numeric,0,
310_AvgDailyCCEPermCap,    Numeric,0,
320_RegCapCode,    Numeric,0,
320_AvgDailyCCECET1,    Numeric,0,
320_AvgDailyCCETier2,    Numeric,0,
320_AvgDailyCCETotRegCap,    Numeric,0,
320_AvgDailyCCEPermCap,    Numeric,0,
410_RegCapCode,    Numeric,0,
410_AvgDailyCCECET1,    Numeric,0,
410_AvgDailyCCETier2,    Numeric,0,
410_AvgDailyCCETotRegCap,    Numeric,0,
410_AvgDailyCCEPermCap,    Numeric,0,
420_RegCapCode,    Numeric,0,
420_AvgDailyCCECET1,    Numeric,0,
420_AvgDailyCCETier2,    Numeric,0,
420_AvgDailyCCETotRegCap,    Numeric,0,
420_AvgDailyCCEPermCap,    Numeric,0,
430_RegCapCode,    Numeric,0,
430_AvgDailyCCECET1,    Numeric,0,
430_AvgDailyCCETier2,    Numeric,0,
430_AvgDailyCCETotRegCap,    Numeric,0,
