var_name,   data_type, decimal_pos,var_desc
         SYSTEM,    Numeric,0,System Code
           DIST,    Numeric,0,District Code
          ASSOC,    Numeric,0,Association Code
          MONTH,    Numeric,0,Month of Report
           YEAR,    Numeric,0,Year of Report
         UNINUM,    Numeric,0,"System, District, and association codes concatenated"
110_name,    Numeric,0,
110_AmortizedCost,    Numeric,0,
110_FairValue,    Numeric,0,
110_DiscountedFairValue,    Numeric,0,
110_LiquidityDaysForCategory,    Numeric,0,
120_name,    Numeric,0,
120_AmortizedCost,    Numeric,0,
120_FairValue,    Numeric,0,
120_DiscountedFairValue,    Numeric,0,
120_LiquidityDaysForCategory,    Numeric,0,
130_name,    Numeric,0,
130_AmortizedCost,    Numeric,0,
130_FairValue,    Numeric,0,
130_DiscountedFairValue,    Numeric,0,
130_LiquidityDaysForCategory,    Numeric,0,
140_name,    Numeric,0,
140_AmortizedCost,    Numeric,0,
140_FairValue,    Numeric,0,
140_DiscountedFairValue,    Numeric,0,
140_LiquidityDaysForCategory,    Numeric,0,
150_name,    Numeric,0,
150_AmortizedCost,    Numeric,0,
150_FairValue,    Numeric,0,
150_DiscountedFairValue,    Numeric,0,
150_LiquidityDaysForCategory,    Numeric,0,
160_name,    Numeric,0,
160_AmortizedCost,    Numeric,0,
160_FairValue,    Numeric,0,
160_DiscountedFairValue,    Numeric,0,
160_LiquidityDaysForCategory,    Numeric,0,
210_name,    Numeric,0,
210_AmortizedCost,    Numeric,0,
210_FairValue,    Numeric,0,
210_DiscountedFairValue,    Numeric,0,
210_LiquidityDaysForCategory,    Numeric,0,
220_name,    Numeric,0,
220_AmortizedCost,    Numeric,0,
220_FairValue,    Numeric,0,
220_DiscountedFairValue,    Numeric,0,
220_LiquidityDaysForCategory,    Numeric,0,
230_name,    Numeric,0,
230_AmortizedCost,    Numeric,0,
230_FairValue,    Numeric,0,
230_DiscountedFairValue,    Numeric,0,
230_LiquidityDaysForCategory,    Numeric,0,
240_name,    Numeric,0,
240_AmortizedCost,    Numeric,0,
240_FairValue,    Numeric,0,
240_DiscountedFairValue,    Numeric,0,
240_LiquidityDaysForCategory,    Numeric,0,
310_name,    Numeric,0,
310_AmortizedCost,    Numeric,0,
310_FairValue,    Numeric,0,
310_DiscountedFairValue,    Numeric,0,
310_LiquidityDaysForCategory,    Numeric,0,
320_name,    Numeric,0,
320_AmortizedCost,    Numeric,0,
320_FairValue,    Numeric,0,
320_DiscountedFairValue,    Numeric,0,
320_LiquidityDaysForCategory,    Numeric,0,
330_name,    Numeric,0,
330_AmortizedCost,    Numeric,0,
330_FairValue,    Numeric,0,
330_DiscountedFairValue,    Numeric,0,
330_LiquidityDaysForCategory,    Numeric,0,
340_name,    Numeric,0,
340_AmortizedCost,    Numeric,0,
340_FairValue,    Numeric,0,
340_DiscountedFairValue,    Numeric,0,
340_LiquidityDaysForCategory,    Numeric,0,
350_name,    Numeric,0,
350_AmortizedCost,    Numeric,0,
350_FairValue,    Numeric,0,
350_DiscountedFairValue,    Numeric,0,
350_LiquidityDaysForCategory,    Numeric,0,
410_name,    Numeric,0,
410_AmortizedCost,    Numeric,0,
410_FairValue,    Numeric,0,
410_DiscountedFairValue,    Numeric,0,
410_LiquidityDaysForCategory,    Numeric,0,
510_name,    Numeric,0,
510_AmortizedCost,    Numeric,0,
510_FairValue,    Numeric,0,
510_DiscountedFairValue,    Numeric,0,
510_LiquidityDaysForCategory,    Numeric,0,
